AE_text,true_LLT_term,pred_LLT_term,true_PT_term,pred_PT_term,LLT_correct,PT_correct,exact_LLT_match,LLT_fuzzy_score,LLT_fuzzy_match,exact_PT_match,PT_fuzzy_score,PT_fuzzy_match,true_LLT_Code,true_PT_Code,pred_LLT_Code,pred_PT_Code
Influenza A+B Pneumonie,Influenza with pneumonia,Influenza with pneumonia,Pneumonie grippal,Pneumonie grippal,True,True,True,100.0,True,True,100.0,True,10022008,10035714,10022008,10035714
Influenza B,Influenza B virus infection,Influenza B virus infection,Grippe,Grippe,True,True,True,100.0,True,True,100.0,True,10022003,10022000,10022003,10022000
Infusion Related Reaction Allergic Reaction,Allergic transfusion reaction,Infusion related hypersensitivity reaction,Allergische Transfusionsreaktion,Allergische Reaktion im Zusammenhang mit einer Infusion,False,False,False,47.887323943661976,False,False,55.172413793103445,False,10066173,10066173,10082742,10082742
INR increased,INR increased,INR increased,International normalised ratio erhoeht,International normalised ratio erhoeht,True,True,True,100.0,True,True,100.0,True,10022402,10022595,10022402,10022595
intermittend hypertension,Hypertension,Hypertension,Hypertonie,Hypertonie,True,True,True,100.0,True,True,100.0,True,10020772,10020772,10020772,10020772
intermittend worsening of hypertension,Hypertension worsened,Hypertension worsened,Hypertonie,Hypertonie,True,True,True,100.0,True,True,100.0,True,10020799,10020772,10020799,10020772
intermittent fever,Intermittent fever,Intermittent fever,Fieber,Fieber,True,True,True,100.0,True,True,100.0,True,10058698,10037660,10058698,10037660
intracerebral bleeding,Intra-cerebral haemorrhage,Intracerebral hemorrhage,Hirnblutung,Hirnblutung,False,True,False,96.0,True,True,100.0,True,10022737,10008111,10022754,10008111
Ischaemia with perforation colon right,Ischemic colitis,Ischemic colitis,Kolitis ischaemisch,Kolitis ischaemisch,True,True,True,100.0,True,True,100.0,True,10023037,10009895,10023037,10009895
katheterinfection Streptokokkus miles and oralis,Catheter infection,Catheter infection,Infektion im Zusammenhang mit einem Medizinprodukt,Infektion im Zusammenhang mit einem Medizinprodukt,True,True,True,100.0,True,True,100.0,True,10051387,10064687,10051387,10064687
left ventricular systolic dysfunction,Left ventricular systolic dysfunction,Left ventricular systolic dysfunction,Funktionsstoerung des linken Ventrikels,Funktionsstoerung des linken Ventrikels,True,True,True,100.0,True,True,100.0,True,10069501,10049694,10069501,10049694
Leukopaenia,Leucopenia,Leukopenia,Leukopenie,Leukopenie,False,True,False,90.0,True,True,100.0,True,10024283,10024384,10024384,10024384
low grade papillary urothelial carcinoma,Bladder transitional cell carcinoma,Non-invasive papillary urothelial carcinoma of bladder,Blasenuebergangszellkarzinom,Blasenuebergangszellkarzinom,False,True,False,44.9438202247191,False,True,100.0,True,10005084,10005084,10083552,10005084
lung infection,Lung infection,Lung infection NOS,Pneumonie,Pneumonie,False,True,False,87.5,False,True,100.0,True,10061229,10035664,10048847,10035664
lung infection/pneumonia,Pneumonia,Lung infection,Pneumonie,Pneumonie,False,True,False,34.78260869565217,False,True,100.0,True,10035664,10035664,10061229,10035664
LVEF function decrease,Left ventricular ejection fraction decreased,Left ventricular ejection fraction decreased,Auswurffraktion verkleinert,Auswurffraktion verkleinert,True,True,True,100.0,True,True,100.0,True,10053222,10050528,10053222,10050528
Medication induced hepatic toxity related to GO administration,Drug-induced hepatotoxicity,Drug-induced hepatotoxicity,Arzneimittelbedingter Leberschaden,Arzneimittelbedingter Leberschaden,True,True,True,100.0,True,True,100.0,True,10072937,10072268,10072937,10072268
menorhea,Hypermenorrhea,Menorrhagia,Starke Menstruationsblutung,Starke Menstruationsblutung,False,True,False,64.0,False,True,100.0,True,10020672,10085423,10027313,10085423
menorrhagia,Menorrhagia,Menorrhagia,Starke Menstruationsblutung,Starke Menstruationsblutung,True,True,True,100.0,True,True,100.0,True,10027313,10085423,10027313,10085423
Mucormycosis,Mucormycosis,Mucormycosis,Mukormykose,Mukormykose,True,True,True,100.0,True,True,100.0,True,10028098,10028098,10028098,10028098
Mucositis,Mucositis,Mucositis NOS,Schleimhautentzuendung,Schleimhautentzuendung,False,True,False,81.81818181818181,False,True,100.0,True,10028127,10028116,10028129,10028116
Mucositis bowel,Gastrointestinal mucositis,Intestinal mucositis,Gastrointestinale Entzuendung,Gastrointestinale Entzuendung,False,True,False,86.95652173913044,False,True,100.0,True,10017981,10064147,10082136,10064147
Mucositis enoral,Mucositis oral,Mucositis oral,Stomatitis,Stomatitis,True,True,True,100.0,True,True,100.0,True,10028130,10042128,10028130,10042128
Mucositis gastrointestinal,Gastrointestinal mucositis,Gastrointestinal mucositis,Gastrointestinale Entzuendung,Gastrointestinale Entzuendung,True,True,True,100.0,True,True,100.0,True,10017981,10064147,10017981,10064147
Mucositis GIT,Gastrointestinal mucositis,Gastrointestinal mucositis,Gastrointestinale Entzuendung,Gastrointestinale Entzuendung,True,True,True,100.0,True,True,100.0,True,10017981,10064147,10017981,10064147
Mucositis intestine,Gastrointestinal mucositis,Intestinal mucositis,Gastrointestinale Entzuendung,Gastrointestinale Entzuendung,False,True,False,86.95652173913044,False,True,100.0,True,10017981,10064147,10082136,10064147
Mucositis Mouth,Mucositis oral,Mucositis oral,Stomatitis,Stomatitis,True,True,True,100.0,True,True,100.0,True,10028130,10042128,10028130,10042128
Mucositis mouth,Mucositis oral,Mucositis oral,Stomatitis,Stomatitis,True,True,True,100.0,True,True,100.0,True,10028130,10042128,10028130,10042128
Mucositis oral,Mucositis oral,Mucositis oral,Stomatitis,Stomatitis,True,True,True,100.0,True,True,100.0,True,10028130,10042128,10028130,10042128
Mucositis Oral,Mucositis oral,Mucositis oral,Stomatitis,Stomatitis,True,True,True,100.0,True,True,100.0,True,10028130,10042128,10028130,10042128
Mucositis oral mucosa,Mucositis oral,Mucositis,Stomatitis,Schleimhautentzuendung,False,False,False,78.26086956521739,False,False,31.25,False,10028130,10042128,10028127,10028116
multi organ failure,Multi organ failure,Multi-organ failure,Multiorgandysfunktionssyndrom,Multiorgandysfunktionssyndrom,False,True,False,94.73684210526316,True,True,100.0,True,10028151,10077361,10028154,10077361
Multi organ failure,Multi organ failure,Multi-organ failure,Multiorgandysfunktionssyndrom,Multiorgandysfunktionssyndrom,False,True,False,94.73684210526316,True,True,100.0,True,10028151,10077361,10028154,10077361
Multiorgan failure,Multiorgan failure,Multiorgan failure,Multiorgandysfunktionssyndrom,Multiorgandysfunktionssyndrom,True,True,True,100.0,True,True,100.0,True,10028162,10077361,10028162,10077361
multiresistence gramgegative bacteraemia,Multidrug resistant bacterial infection,Gram-negative bacteraemia,Bakterielle Infektion,,False,False,False,46.875,False,False,0.0,False,10084206,10060945,10054227,10003997
Muscle weakness (right leg),Muscle weakness,Muscle weakness right-sided,Muskulaere Schwaeche,Hemiparese,False,False,False,71.42857142857143,False,False,40.0,False,10028350,10028372,10065794,10019465
Nausea,Nausea,Nausea,Uebelkeit,Uebelkeit,True,True,True,100.0,True,True,100.0,True,10028813,10028813,10028813,10028813
Neutropaenia,Neutropenia,Neutropenia,Neutropenie,Neutropenie,True,True,True,100.0,True,True,100.0,True,10029354,10029354,10029354,10029354
neutropene Colitis with Diarrhea,Neutropenic colitis,Neutropenic colitis,Neutropene Kolitis,Neutropene Kolitis,True,True,True,100.0,True,True,100.0,True,10062959,10062959,10062959,10062959
Neutropene colitis with paralytic ileus,Neutropenic colitis,Neutropenic colitis,Neutropene Kolitis,Neutropene Kolitis,True,True,True,100.0,True,True,100.0,True,10062959,10062959,10062959,10062959
neutropenes Fieber,Febrile neutropenia,Febrile neutropenia,Febrile Neutropenie,Febrile Neutropenie,True,True,True,100.0,True,True,100.0,True,10016288,10016288,10016288,10016288
neutropenia,Neutropenia,Neutropenia,Neutropenie,Neutropenie,True,True,True,100.0,True,True,100.0,True,10029354,10029354,10029354,10029354
Neutropenia,Neutropenia,Neutropenia,Neutropenie,Neutropenie,True,True,True,100.0,True,True,100.0,True,10029354,10029354,10029354,10029354
neutropenia and sepsis,Neutropenic sepsis,Neutropenic sepsis,Neutropenische Sepsis,Neutropenische Sepsis,True,True,True,100.0,True,True,100.0,True,10049151,10049151,10049151,10049151
neutropenic colitis with appendicitis,Neutropenic colitis,Neutropenic colitis,Neutropene Kolitis,Neutropene Kolitis,True,True,True,100.0,True,True,100.0,True,10062959,10062959,10062959,10062959
neutropenic fever,Neutropenic fever,Neutropenic fever,Febrile Neutropenie,Febrile Neutropenie,True,True,True,100.0,True,True,100.0,True,10051312,10016288,10051312,10016288
Neutropenic fever,Neutropenic fever,Neutropenic fever,Febrile Neutropenie,Febrile Neutropenie,True,True,True,100.0,True,True,100.0,True,10051312,10016288,10051312,10016288
Neutropenic Fever,Neutropenic fever,Neutropenic fever,Febrile Neutropenie,Febrile Neutropenie,True,True,True,100.0,True,True,100.0,True,10051312,10016288,10051312,10016288
neutropenic sepsis with respiratory insufficiency,Neutropenic sepsis,Neutropenic sepsis,Neutropenische Sepsis,Neutropenische Sepsis,True,True,True,100.0,True,True,100.0,True,10049151,10049151,10049151,10049151
Neutropenie,Neutropenia,Neutropenia,Neutropenie,Neutropenie,True,True,True,100.0,True,True,100.0,True,10029354,10029354,10029354,10029354
NSTEMI myocardial infarction,Non ST segment elevation myocardial infarction,Non ST segment elevation myocardial infarction,Akuter Myokardinfarkt,Akuter Myokardinfarkt,True,True,True,100.0,True,True,100.0,True,10064347,10000891,10064347,10000891
obstipation,Constipation,Obstipation,Obstipation,Obstipation,False,True,False,86.95652173913044,False,True,100.0,True,10010774,10010774,10029932,10010774
occipital exostosis with cerebraler Toxoplasmose,Cerebral toxoplasmosis,Cerebral toxoplasmosis,Zerebrale Toxoplasmose,Zerebrale Toxoplasmose,True,True,True,100.0,True,True,100.0,True,10057854,10057854,10057854,10057854
orthostatic vertigo,Orthostatic dizziness,Vertigo positional,Schwindel orthostatisch,Lagerungsvertigo,False,False,False,35.89743589743589,False,False,25.64102564102564,False,10031125,10013578,10047348,10047348
Pain 30122018,Ache NOS,Pain,Schmerz,Schmerz,False,True,False,33.333333333333336,False,True,100.0,True,10000428,10033371,10033371,10033371
Pain Abdominal,Pain abdominal,Abdominal pain,Abdominalschmerz,Abdominalschmerz,False,True,False,64.28571428571428,False,True,100.0,True,10033374,10000081,10000081,10000081
Pain abdominal,Pain abdominal,Abdominal pain,Abdominalschmerz,Abdominalschmerz,False,True,False,64.28571428571428,False,True,100.0,True,10033374,10000081,10000081,10000081
Pain abdominal cramps,Abdominal crampy pains,Abdominal cramps,Abdominalschmerz,Abdominalschmerz,False,True,False,84.21052631578947,False,True,100.0,True,10000058,10000081,10000057,10000081
Pain Abdominal with diarrhea,Abdominal pain,Abdominal pain,Abdominalschmerz,Abdominalschmerz,True,True,True,100.0,True,True,100.0,True,10000081,10000081,10000081,10000081
Pain anal fissure,Anal fissure,Anal fissure,Analfissur,Analfissur,True,True,True,100.0,True,True,100.0,True,10002153,10002153,10002153,10002153
Pain both legs,Pain legs,Leg pain,Schmerz in einer Extremitaet,Schmerz in einer Extremitaet,False,True,False,47.05882352941176,False,True,100.0,True,10033459,10033425,10024130,10033425
Pain epigastrium,Epigastric pain,Epigastric pain,Schmerzen Oberbauch,Schmerzen Oberbauch,True,True,True,100.0,True,True,100.0,True,10015026,10000087,10015026,10000087
Pain general,Ache NOS,General body pain,Schmerz,Schmerz,False,True,False,24.0,False,True,100.0,True,10000428,10033371,10048971,10033371
Pain head,Pain head,Head pain,Kopfschmerzen,Kopfschmerzen,False,True,False,44.44444444444444,False,True,100.0,True,10033405,10019211,10019198,10019211
Pain right foot,Pain in extremity,Pain in (r) foot,Schmerz in einer Extremitaet,Schmerz in einer Extremitaet,False,True,False,60.60606060606061,False,True,100.0,True,10033425,10033425,10033416,10033425
Pain spine,Pain in spine,Spinal pain,Wirbelsaeulenschmerz,Wirbelsaeulenschmerz,False,True,False,58.33333333333333,False,True,100.0,True,10052060,10072005,10072005,10072005
Pain thoracal,Thoracic pain,Thoracic pain,Brustkorbschmerz,Brustkorbschmerz,True,True,True,100.0,True,True,100.0,True,10043471,10008479,10043471,10008479
Pain throat/oral,Oropharyngeal pain,Oropharyngeal pain,Schmerzen im Oropharynx,Schmerzen im Oropharynx,True,True,True,100.0,True,True,100.0,True,10068319,10068319,10068319,10068319
Pain Whole Body,General body pain,General body pain,Schmerz,Schmerz,True,True,True,100.0,True,True,100.0,True,10048971,10033371,10048971,10033371
Pain whole body,General body pain,General body pain,Schmerz,Schmerz,True,True,True,100.0,True,True,100.0,True,10048971,10033371,10048971,10033371
Palmar-plantar erythrodysesthesia syndrome (Hand-foot-syndrome),Palmar-plantar erythrodysaesth.,Palmar-plantar erythrodysesthesia syndrome,Palmar-plantares Erythrodysaesthesiesyndrom,Palmar-plantares Erythrodysaesthesiesyndrom,False,True,False,79.45205479452055,False,True,100.0,True,10033552,10033553,10054524,10033553
pancolitis,Pancolitis,Pancolitis,Kolitis,Kolitis,True,True,True,100.0,True,True,100.0,True,10033573,10009887,10033573,10009887
Paralytischer Ileus,Paralytic ileus,Paralytic ileus,Ileus paralytisch,Ileus paralytisch,True,True,True,100.0,True,True,100.0,True,10033841,10021333,10033841,10021333
periapical ostitis,Osteitis,Osteitis,Osteitis,Osteitis,True,True,True,100.0,True,True,100.0,True,10031149,10031149,10031149,10031149
petechiae,Petechiae,Petechiae,Petechien,Petechien,True,True,True,100.0,True,True,100.0,True,10034754,10034754,10034754,10034754
Petechiae Both Legs,Petechiae,Petechiae,Petechien,Petechien,True,True,True,100.0,True,True,100.0,True,10034754,10034754,10034754,10034754
petechiae feet,Petechiae,Petechiae,Petechien,Petechien,True,True,True,100.0,True,True,100.0,True,10034754,10034754,10034754,10034754
petechiae oral,Oral mucosal petechiae,Petechiae oral mucosa,Blutung Mund,Blutung Mund,False,True,False,51.162790697674424,False,True,100.0,True,10030998,10028024,10034755,10028024
petechiae whole-body,Petechiae,Petechiae,Petechien,Petechien,True,True,True,100.0,True,True,100.0,True,10034754,10034754,10034754,10034754
pleural efffusion,Pleural effusion,Pleural effusion,Pleuraerguss,Pleuraerguss,True,True,True,100.0,True,True,100.0,True,10035598,10035598,10035598,10035598
pleural effusion,Pleural effusion,Pleural effusion,Pleuraerguss,Pleuraerguss,True,True,True,100.0,True,True,100.0,True,10035598,10035598,10035598,10035598
pleuritis,Pleurisy,Pleuritis,Pleuritis,Pleuritis,False,True,False,82.35294117647058,False,True,100.0,True,10035618,10035618,10035624,10035618
pneumonia,Pneumonia,Pneumonia NOS,Pneumonie,Pneumonie,False,True,False,81.81818181818181,False,True,100.0,True,10035664,10035664,10035725,10035664
Pneumonia,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
pneumonia (Aspergillus pneumonia),Pneumonia aspergillus,Pneumonia aspergillus,Bronchopulmonale Aspergillose,Bronchopulmonale Aspergillose,True,True,True,100.0,True,True,100.0,True,10048385,10006473,10048385,10006473
Pneumonia (Sepsis),Pulmonary sepsis,Pneumonia,,Pneumonie,False,False,False,48.0,False,False,0.0,False,10051739,10051739,10035664,10035664
Pneumonia with dyspnea,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Pneumonie,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Pneumothorax after CVC implantation,Pneumothorax,Traumatic pneumothorax without mention of open wound into thorax,Pneumothorax,Pneumothorax traumatisch,False,False,False,31.57894736842105,False,False,66.66666666666667,False,10035759,10035759,10044540,10035765
positive hecilture - klebsiella pneumonia,Klebsiella pneumonia,Klebsiella pneumoniae test positive,Pneumonie durch Klebsiella,Klebsiellen-Test positiv,False,False,False,72.72727272727273,False,False,36.0,False,10023456,10035717,10070108,10070091
possible mycosis,Mycosis,Mycosis,Pilzinfektion,Pilzinfektion,True,True,True,100.0,True,True,100.0,True,10067330,10017533,10067330,10017533
potassium low,Potassium low,Potassium decreased,,,False,True,False,62.5,False,False,0.0,False,10036452,10005724,10036443,10005724
pulmogene sepsis with multiorgan failure,Pulmonary sepsis,Pulmonary sepsis,,,True,True,True,100.0,True,False,0.0,False,10051739,10051739,10051739,10051739
pulmonary hyperhydration with pleural effusion on both sides,Bilateral pleural effusion,Bilateral pleural effusion,Pleuraerguss,Pleuraerguss,True,True,True,100.0,True,True,100.0,True,10078037,10035598,10078037,10035598
pulmonary insufficiency because cardiac pulmonary edema,Cardiogenic pulmonary edema,Cardiogenic pulmonary edema,Lungenoedem,Lungenoedem,True,True,True,100.0,True,True,100.0,True,10075448,10037423,10075448,10037423
qtc extension,Electrocardiogram QTc interval prolonged,Electrocardiogram QTc interval prolonged,Elektrokardiogramm QT verlaengert,Elektrokardiogramm QT verlaengert,True,True,True,100.0,True,True,100.0,True,10053698,10014387,10053698,10014387
Rash,Rash,Rash,,,True,True,True,100.0,True,False,0.0,False,10037844,10037844,10037844,10037844
Rektaler Abszess,Rectal abscess,Rectal abscess,,,True,True,True,100.0,True,False,0.0,False,10048947,10048947,10048947,10048947
respiratoric worsening,Respiratory failure aggravated,Respiratory failure aggravated,Respiratorische Insuffizienz,Respiratorische Insuffizienz,True,True,True,100.0,True,True,100.0,True,10068615,10038695,10068615,10038695
rheumatic thrust,Acute rheumatism,Rheumatic disorder,Rheumatisches Fieber,Rheumatische Erkrankung,False,False,False,52.94117647058824,False,False,69.76744186046511,False,10001060,10039054,10072736,10072736
seizures,Seizures,Seizures,Krampfanfall,Krampfanfall,True,True,True,100.0,True,True,100.0,True,10039910,10039906,10039910,10039906
Sepsis,Sepsis,Sepsis NOS,,,False,True,False,75.0,False,False,0.0,False,10040047,10040047,10040050,10040047
sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Sepsis due to Klebsiella pneumoniae infection,Klebsiella sepsis,Klebsiella sepsis,Klebsiella-Sepsis,Klebsiella-Sepsis,True,True,True,100.0,True,True,100.0,True,10054160,10054160,10054160,10054160
Sepsis in neutropenia,Neutropenic sepsis,Neutropenic sepsis,Neutropenische Sepsis,Neutropenische Sepsis,True,True,True,100.0,True,True,100.0,True,10049151,10049151,10049151,10049151
sepsis in neutropenia,Neutropenic sepsis,Neutropenic sepsis,Neutropenische Sepsis,Neutropenische Sepsis,True,True,True,100.0,True,True,100.0,True,10049151,10049151,10049151,10049151
Sepsis in Neutropenie mit MRSA,Sepsis MRSA,Sepsis MRSA,Sepsis durch Staphylokokken,Sepsis durch Staphylokokken,True,True,True,100.0,True,True,100.0,True,10049253,10056430,10049253,10056430
septic colitis,Infectious colitis,Infectious colitis,Infektion des Dickdarms,Infektion des Dickdarms,True,True,True,100.0,True,True,100.0,True,10021905,10081959,10021905,10081959
Septische Pneumonie,Pulmonary sepsis,Pulmonary sepsis,,,True,True,True,100.0,True,False,0.0,False,10051739,10051739,10051739,10051739
Sigmadiverticulitis,Sigmoid diverticulitis,Sigmoid diverticulitis,Divertikulitis,Divertikulitis,True,True,True,100.0,True,True,100.0,True,10072616,10013538,10072616,10013538
soor oesophagitis,Oesophageal thrush,Oesophagitis,Candidose des Oesophagus,Oesophagitis,False,False,False,66.66666666666667,False,False,50.0,False,10065056,10030154,10030216,10030216
sooroesophagitis,Oesophageal thrush,Oesophagitis,Candidose des Oesophagus,Oesophagitis,False,False,False,66.66666666666667,False,False,50.0,False,10065056,10030154,10030216,10030216
sPO2 decrease - atypical infiltrates,Lung infiltration,PO2 decreased,Lungeninfiltration,,False,False,False,19.999999999999996,False,False,0.0,False,10025102,10025102,10035768,10035768
sputum with blood,Sputum bloody,Sputum bloody,Haemoptoe,Haemoptoe,True,True,True,100.0,True,True,100.0,True,10041804,10018964,10041804,10018964
stomache pain,Abdominal pain NOS,Stomach pain,Abdominalschmerz,Schmerzen Oberbauch,False,False,False,53.333333333333336,False,False,40.0,False,10000085,10000081,10042112,10000087
Supraventricular tachycardia,Supraventricular tachycardia,Supraventricular tachycardia,Tachykardie supraventrikulaer,Tachykardie supraventrikulaer,True,True,True,100.0,True,True,100.0,True,10042604,10042604,10042604,10042604
surgery of acute arterial occlusion left lower leg,Arterial occlusion,Peripheral artery occlusion,,,False,False,False,66.66666666666667,False,False,0.0,False,10058475,10062599,10057525,10057525
suspected Pneumonitis,Pneumonitis,Pneumonitis NOS,Pneumonitis,Pneumonitis,False,True,False,84.61538461538461,False,True,100.0,True,10035742,10035742,10035755,10035742
Suspected upper GI bleeding,Upper gastrointestinal haemorrhage,Upper gastrointestinal bleeding,Blutung im oberen gastrointestinalen Bereich,Blutung im oberen gastrointestinalen Bereich,False,True,False,76.92307692307692,False,True,100.0,True,10046274,10046274,10071910,10046274
symptomatic leukocytosis,Leukocytosis,Leukocytosis,Leukozytose,Leukozytose,True,True,True,100.0,True,True,100.0,True,10024378,10024378,10024378,10024378
Tachykardie,Tachycardia,Tachycardia,Tachykardie,Tachykardie,True,True,True,100.0,True,True,100.0,True,10043071,10043071,10043071,10043071
therapy-resistant thrombocytopenia,Thrombocytopaenia,Thrombocytopenia,Thrombozytopenie,Thrombozytopenie,False,True,False,96.96969696969697,True,True,100.0,True,10043551,10043554,10043554,10043554
Thrombocytopenia,Thrombocytopenia,Thrombocytopenia,Thrombozytopenie,Thrombozytopenie,True,True,True,100.0,True,True,100.0,True,10043554,10043554,10043554,10043554
Thrombopenia,Thrombopenia,Thrombopenia,Thrombozytopenie,Thrombozytopenie,True,True,True,100.0,True,True,100.0,True,10043569,10043554,10043569,10043554
Thrombophlebitis cubital,Thrombophlebitis,Thrombophlebitis NOS,Thrombophlebitis,Thrombophlebitis,False,True,False,88.88888888888889,False,True,100.0,True,10043570,10043570,10043587,10043570
Thrombophlebitis rechter Unterarm volarseitig,Thrombophlebitis arm,Thrombophlebitis arm,Thrombophlebitis,Thrombophlebitis,True,True,True,100.0,True,True,100.0,True,10043571,10043570,10043571,10043570
thrombosis vena jugularis right,Jugular vein thrombosis,Jugular vein thrombosis,Jugularvenenthrombose,Jugularvenenthrombose,True,True,True,100.0,True,True,100.0,True,10023237,10023237,10023237,10023237
thrombozytopenia,Thrombocytopaenia,Thrombocytopenia,Thrombozytopenie,Thrombozytopenie,False,True,False,96.96969696969697,True,True,100.0,True,10043551,10043554,10043554,10043554
TLS with MOF,Tumour lysis syndrome,Tumour lysis syndrome,Tumorlysesyndrom,Tumorlysesyndrom,True,True,True,100.0,True,True,100.0,True,10045170,10045170,10045170,10045170
Tonsilitis,Tonsillitis,Tonsillitis NOS,Tonsillitis,Tonsillitis,False,True,False,84.61538461538461,False,True,100.0,True,10044008,10044008,10044011,10044008
toxic skin reaction on both hands,Toxic skin eruption,Toxic skin eruption,,,True,True,True,100.0,True,False,0.0,False,10057970,10057970,10057970,10057970
toxische Enterocolitis mit Ileus,Toxic gastroenteritis and colitis,Toxic gastroenteritis and colitis,Gastrointestinale Toxizitaet,Gastrointestinale Toxizitaet,True,True,True,100.0,True,True,100.0,True,10044225,10059024,10044225,10059024
transfusions reaction,Allergic transfusion reaction,Transfusion reaction,Allergische Transfusionsreaktion,Transfusionsreaktion,False,False,False,81.63265306122449,False,False,76.92307692307692,False,10066173,10066173,10044359,10044359
trush oral,Thrush oral,Thrush oral,Orale Candidose,Orale Candidose,True,True,True,100.0,True,True,100.0,True,10043653,10030963,10043653,10030963
tumorllysis syndrome,Tumor lysis syndrome,Clinical tumor lysis syndrome,Tumorlysesyndrom,Tumorlysesyndrom,False,True,False,81.63265306122449,False,True,100.0,True,10045152,10045170,10078189,10045170
Tumorlysesyndrom nach FLAG-IDA,Tumor lysis syndrome,Tumor lysis syndrome,Tumorlysesyndrom,Tumorlysesyndrom,True,True,True,100.0,True,True,100.0,True,10045152,10045170,10045152,10045170
tumorlysis with acute kidney injury,Tumor lysis syndrome,Tumor lysis syndrome,Tumorlysesyndrom,Tumorlysesyndrom,True,True,True,100.0,True,True,100.0,True,10045152,10045170,10045152,10045170
Urin output Decreased,Urine output decreased,Urine output decreased,Urinausscheidung vermindert,Urinausscheidung vermindert,True,True,True,100.0,True,True,100.0,True,10059895,10059895,10059895,10059895
uveitis anterior involving synechien left,Uveitis anterior,Anterior uveitis,,,False,True,False,50.0,False,False,0.0,False,10046852,10022941,10002709,10022941
Veno occlusive disease with acute lever failure,Venoocclusive liver disease,Venoocclusive liver disease,Leberkrankheit mit Venenokklusion,Leberkrankheit mit Venenokklusion,True,True,False,98.18181818181819,True,True,100.0,True,10047216,10047216,10047216,10047216
ventricular fibrallation,Ventricular fibrillation,Ventricular fibrillation,Kammerflimmern,Kammerflimmern,True,True,True,100.0,True,True,100.0,True,10047290,10047290,10047290,10047290
ventricular tachycardia,Ventricular tachycardia,Ventricular tachycardia,Tachykardie ventrikulaer,Tachykardie ventrikulaer,True,True,True,100.0,True,True,100.0,True,10047302,10047302,10047302,10047302
volvulus,Volvulus,Volvulus,Verschlingung,Verschlingung,True,True,True,100.0,True,True,100.0,True,10047697,10047697,10047697,10047697
Vomitting,Vomiting,Vomiting,Erbrechen,Erbrechen,True,True,True,100.0,True,True,100.0,True,10047700,10047700,10047700,10047700
weakness and dissyness with pancytopenia,Pancytopenia,Pancytopenia,Panzytopenie,Panzytopenie,True,True,True,100.0,True,True,100.0,True,10033661,10033661,10033661,10033661
worsening of general condition,General physical health deterioration,General physical health deterioration,Generelle Verschlechterung des physischen Gesundheitszustandes,Generelle Verschlechterung des physischen Gesundheitszustandes,True,True,True,100.0,True,True,100.0,True,10049438,10049438,10049438,10049438
worsening of peripheral ischemia (right foot),Peripheral ischaemia NOS,Peripheral ischemia NOS,,,False,True,False,97.87234042553192,True,False,0.0,False,10034577,10034576,10034579,10034576
worsening of pre-existing Hypertension,Hypertension aggravated,Hypertension worsened,Hypertonie,Hypertonie,False,True,False,72.72727272727273,False,True,100.0,True,10020773,10020772,10020799,10020772
wound healing disorder,Wound healing delayed,Wound healing disturbance of,Verzoegerte Heilung,Verzoegerte Heilung,False,True,False,69.38775510204081,False,True,100.0,True,10048036,10021519,10048037,10021519
ZVK assoziierte Jugularisvenenthrombose rechts,Jugular vein thrombosis,Jugular vein thrombosis,Jugularvenenthrombose,Jugularvenenthrombose,True,True,True,100.0,True,True,100.0,True,10023237,10023237,10023237,10023237
ZVK Infection,Catheter site infection,Varicella zoster virus infection,Infektion an der Katheterstelle,Varizella zoster-Virusinfektion,False,False,False,61.81818181818181,False,False,29.032258064516125,False,10056520,10056520,10075611,10075611
